id, ECLI, rechtsgebied, subrechtsgebied
2624, ECLI:NL:HR:2007:BA8063, Bestuursrecht, Belastingrecht
2625, ECLI:NL:HR:2002:AE4473, Bestuursrecht, Belastingrecht
2626, ECLI:NL:RVS:2025:1202, Bestuursrecht, 
2627, ECLI:NL:RVS:2021:1375, Bestuursrecht, 
2628, ECLI:NL:RVS:2022:251, Bestuursrecht, 
2629, ECLI:NL:HR:2024:1535, Bestuursrecht, Belastingrecht
2630, ECLI:NL:PHR:2017:198, Bestuursrecht, Belastingrecht
2631, ECLI:NL:HR:2003:AF7004, Civiel recht, 
2632, ECLI:NL:HR:2008:BD2578, Strafrecht, 
2633, ECLI:NL:RBOVE:2025:4, Bestuursrecht, Socialezekerheidsrecht
2634, ECLI:NL:RVS:2021:2304, Bestuursrecht, Omgevingsrecht
2635, ECLI:NL:GHARL:2022:2169, Civiel recht, 
2636, ECLI:NL:RBDHA:2022:12538, Bestuursrecht, Vreemdelingenrecht
2637, ECLI:NL:RVS:2015:1057, Bestuursrecht, 
2638, ECLI:NL:HR:2002:AE0462, Bestuursrecht, Belastingrecht
2639, ECLI:NL:GHSHE:2021:1269, Bestuursrecht, Belastingrecht
2640, ECLI:NL:CRVB:2021:763, Bestuursrecht, Socialezekerheidsrecht
2641, ECLI:NL:RBROT:2021:1096, Strafrecht, 
2642, ECLI:NL:GHDHA:2023:1765, Bestuursrecht, Belastingrecht
2643, ECLI:NL:RVS:2021:780, Bestuursrecht, 
2644, ECLI:NL:CRVB:2017:3538, Bestuursrecht, Socialezekerheidsrecht
2645, ECLI:NL:RVS:2024:2644, Bestuursrecht, Vreemdelingenrecht
2646, ECLI:NL:RVS:2024:1424, Bestuursrecht, Vreemdelingenrecht
2647, ECLI:NL:RVS:2019:1604, Bestuursrecht, 
2648, ECLI:NL:CBB:2021:705, Bestuursrecht, 
2649, ECLI:NL:CBB:2023:54, Bestuursrecht, 
2650, ECLI:NL:HR:2009:BI3751, Bestuursrecht, Belastingrecht
2651, ECLI:NL:HR:2016:1174, Strafrecht, 
2652, ECLI:NL:CRVB:2023:95, Bestuursrecht, Socialezekerheidsrecht
2653, ECLI:NL:CRVB:2019:37, Bestuursrecht, Socialezekerheidsrecht
2654, ECLI:NL:RBGEL:2022:2004, Civiel recht, 
2655, ECLI:NL:GHARL:2022:3651, Bestuursrecht, Belastingrecht
2656, ECLI:NL:RBDHA:2024:8874, Bestuursrecht, Vreemdelingenrecht
2657, ECLI:NL:CRVB:2012:BW5646, Bestuursrecht, Socialezekerheidsrecht
2658, ECLI:NL:RVS:2018:585, Bestuursrecht, 
2659, ECLI:NL:RVS:2021:2306, Bestuursrecht, Omgevingsrecht
2660, ECLI:NL:RVS:2015:2388, Bestuursrecht, 
2661, ECLI:NL:RVS:2019:1435, Bestuursrecht, 
2662, ECLI:NL:RVS:2019:1436, Bestuursrecht, 
2663, ECLI:NL:RVS:2019:830, Bestuursrecht, Vreemdelingenrecht
2664, ECLI:NL:CBB:2020:995, Bestuursrecht, 
2665, ECLI:NL:RVS:2018:1284, Bestuursrecht, Omgevingsrecht
2666, ECLI:NL:HR:2011:BT8457, Civiel recht, 
2667, ECLI:NL:CRVB:2022:1745, Bestuursrecht, Socialezekerheidsrecht
2668, ECLI:NL:CRVB:2020:877, Bestuursrecht, Socialezekerheidsrecht
2669, ECLI:NL:GHARL:2020:802, Strafrecht, 
2670, ECLI:NL:RVS:2022:1810, Bestuursrecht, Vreemdelingenrecht
2671, ECLI:NL:RVS:2023:3275, Bestuursrecht, Vreemdelingenrecht
2672, ECLI:NL:RVS:2018:2643, Bestuursrecht, Omgevingsrecht
2673, ECLI:NL:GHDHA:2022:53, Bestuursrecht, Belastingrecht
2674, ECLI:NL:HR:2016:833, Bestuursrecht, Belastingrecht
2675, ECLI:NL:RVS:2021:2346, Bestuursrecht, 
2676, ECLI:NL:HR:2000:AA4728, Civiel recht, 
2677, ECLI:NL:RVS:2013:BZ9048, Bestuursrecht, 
2678, ECLI:NL:CRVB:2015:2822, Bestuursrecht, Socialezekerheidsrecht
2679, ECLI:NL:RVS:2014:3480, Bestuursrecht, 
2680, ECLI:NL:HR:1997:ZC2495, Civiel recht, 
2681, ECLI:NL:RVS:2018:4131, Bestuursrecht, Vreemdelingenrecht
2682, ECLI:NL:HR:2015:232, Civiel recht, Personen- en familierecht
2683, ECLI:NL:HR:2023:1714, Bestuursrecht, Belastingrecht
2684, ECLI:NL:RVS:2015:3447, Bestuursrecht, 
2685, ECLI:NL:CRVB:2017:2437, Bestuursrecht, Socialezekerheidsrecht
2686, ECLI:NL:HR:2011:BP6878, Strafrecht, 
2687, ECLI:NL:RVS:2019:3536, Bestuursrecht, 
2688, ECLI:NL:RVS:2022:2138, Bestuursrecht, 
2689, ECLI:NL:RVS:2010:BL4570, Bestuursrecht, Vreemdelingenrecht
2690, ECLI:NL:RVS:2021:1994, Bestuursrecht, Omgevingsrecht
2691, ECLI:NL:PHR:2023:1064, Bestuursrecht, Belastingrecht
2692, ECLI:NL:RVS:2015:1201, Bestuursrecht, Vreemdelingenrecht
2693, ECLI:NL:HR:2017:442, Bestuursrecht, Belastingrecht
2694, ECLI:NL:CRVB:2024:635, Bestuursrecht, Socialezekerheidsrecht
2695, ECLI:NL:RVS:2018:1739, Bestuursrecht, Vreemdelingenrecht
2696, ECLI:NL:HR:1992:ZC0649, Civiel recht, 
2697, ECLI:NL:RVS:2022:400, Bestuursrecht, 
2698, ECLI:NL:HR:2014:3562, Bestuursrecht, Belastingrecht
2699, ECLI:NL:RBAMS:2024:8240, Strafrecht, 
2700, ECLI:NL:RVS:2016:744, Bestuursrecht, Vreemdelingenrecht
2701, ECLI:NL:HR:2008:BC1849, Civiel recht, 
2702, ECLI:NL:GHDHA:2024:1916, Bestuursrecht, Belastingrecht
2703, ECLI:NL:HR:2017:78, Bestuursrecht, Belastingrecht
2704, ECLI:NL:RVS:2018:2650, Bestuursrecht, 
2705, ECLI:NL:RVS:2019:1968, Bestuursrecht, Vreemdelingenrecht
2706, ECLI:NL:GHARL:2020:8709, Civiel recht, 
2707, ECLI:NL:RBAMS:2024:5748, Civiel recht, Personen- en familierecht
2708, ECLI:NL:HR:2014:3119, Bestuursrecht, Belastingrecht
2709, ECLI:NL:GHARL:2017:4472, Bestuursrecht, Bestuursstrafrecht
2710, ECLI:NL:RVS:2022:2661, Bestuursrecht, Vreemdelingenrecht
2711, ECLI:NL:GHLEE:2009:BK1036, Bestuursrecht, Bestuursstrafrecht
2712, ECLI:NL:GHAMS:2024:632, Bestuursrecht, Belastingrecht
2713, ECLI:NL:HR:2003:AF3651, Bestuursrecht, Belastingrecht
2714, ECLI:NL:HR:2010:BL0990, Bestuursrecht, Belastingrecht
2715, ECLI:NL:RVS:2023:2829, Bestuursrecht, Vreemdelingenrecht
2716, ECLI:NL:RVS:2024:625, Bestuursrecht, 
2717, ECLI:NL:RVS:2025:301, Bestuursrecht, Vreemdelingenrecht
2718, ECLI:NL:HR:2016:422, Bestuursrecht, Belastingrecht
2719, ECLI:NL:HR:1995:ZC1911, Civiel recht, 
2720, ECLI:NL:HR:1985:AG4961, Civiel recht, 
2721, ECLI:NL:PHR:2024:235, Bestuursrecht, Belastingrecht
2722, ECLI:NL:RVS:2025:5220, Bestuursrecht, Vreemdelingenrecht
2723, ECLI:NL:CRVB:2017:104, Bestuursrecht, Ambtenarenrecht
2724, ECLI:NL:GHARL:2022:1045, Civiel recht, Personen- en familierecht
2725, ECLI:NL:HR:2014:2981, Bestuursrecht, Belastingrecht
2726, ECLI:NL:RVS:2018:3176, Bestuursrecht, Vreemdelingenrecht
2727, ECLI:NL:RVS:2021:1821, Bestuursrecht, Vreemdelingenrecht
2728, ECLI:NL:HR:2024:1012, Strafrecht, 
2729, ECLI:NL:RVS:2023:4014, Bestuursrecht, Vreemdelingenrecht
2730, ECLI:NL:HR:2011:BP4340, Civiel recht, 
2731, ECLI:NL:RVS:2018:1498, Bestuursrecht, Vreemdelingenrecht
2732, ECLI:NL:HR:2013:29, Bestuursrecht, Belastingrecht
2733, ECLI:NL:HR:2017:847, Bestuursrecht, Belastingrecht
2734, ECLI:NL:CRVB:2020:868, Bestuursrecht, Ambtenarenrecht
2735, ECLI:NL:HR:2010:BK4549, Civiel recht, 
2736, ECLI:NL:RVS:2018:506, Bestuursrecht, 
2737, ECLI:NL:RVS:2018:2241, Bestuursrecht, 
2738, ECLI:NL:PHR:2023:696, Bestuursrecht, Belastingrecht
2739, ECLI:NL:PHR:2023:130, Bestuursrecht, Belastingrecht
2740, ECLI:NL:GHARL:2021:4153, Bestuursrecht, Belastingrecht
2741, ECLI:NL:HR:2021:1086, Bestuursrecht, Belastingrecht
2742, ECLI:NL:GHDHA:2023:750, Civiel recht, 
2743, ECLI:NL:GHARL:2020:8992, Civiel recht, 
2744, ECLI:NL:CBB:2022:5, Bestuursrecht, 
2745, ECLI:NL:RVS:2021:2128, Bestuursrecht, 
2746, ECLI:NL:HR:2006:AU3253, Civiel recht, 
2747, ECLI:NL:HR:2001:AA9558, Civiel recht, Personen- en familierecht
2748, ECLI:NL:RVS:2024:1040, Bestuursrecht, 
2749, ECLI:NL:HR:2021:84, Bestuursrecht, Belastingrecht
2750, ECLI:NL:RVS:2018:1684, Bestuursrecht, 
2751, ECLI:NL:HR:2007:AZ3531, Civiel recht, 
2752, ECLI:NL:RVS:2018:2577, Bestuursrecht, 
2753, ECLI:NL:HR:2015:3009, Civiel recht, 
2754, ECLI:NL:PHR:2020:950, Bestuursrecht, Belastingrecht
2755, ECLI:NL:RBDHA:2023:12059, Bestuursrecht, 
2756, ECLI:NL:RVS:2020:989, Bestuursrecht, Vreemdelingenrecht
2757, ECLI:NL:GHDHA:2024:1915, Bestuursrecht, Belastingrecht
2758, ECLI:NL:HR:2022:475, Strafrecht, 
2759, ECLI:NL:RVS:2021:71, Bestuursrecht, 
2760, ECLI:NL:GHARL:2024:7764, Bestuursrecht, Bestuursstrafrecht
2761, ECLI:NL:HR:1994:ZC1396, Civiel recht, 
2762, ECLI:NL:RVS:2018:1682, Bestuursrecht, 
2763, ECLI:NL:HR:2017:3186, Strafrecht, 
2764, ECLI:NL:RVS:2012:BW5293, Bestuursrecht, Omgevingsrecht
2765, ECLI:NL:RVS:2018:1505, Bestuursrecht, Vreemdelingenrecht
2766, ECLI:NL:PHR:2023:1099, Bestuursrecht, Belastingrecht
2767, ECLI:NL:RBAMS:2024:1005, Strafrecht, Internationaal strafrecht
2768, ECLI:NL:RVS:2023:411, Bestuursrecht, 
