id, ECLI, rechtbank, rechtsgebied, subrechtsgebied
766, ECLI:NL:GHARL:2024:4878, Bestuursrecht, Belastingrecht
767, ECLI:NL:CRVB:2011:BT5852, Bestuursrecht, Socialezekerheidsrecht
768, ECLI:NL:GHDHA:2023:2703, Civiel recht, Personen- en familierecht
769, ECLI:NL:HR:2007:BA2802, Bestuursrecht, Belastingrecht
770, ECLI:NL:GHARL:2024:3537, Bestuursrecht, Bestuursstrafrecht
771, ECLI:NL:RVS:2023:4652, Bestuursrecht, Vreemdelingenrecht
772, ECLI:NL:HR:2022:875, Bestuursrecht, Belastingrecht
773, ECLI:NL:RBOBR:2024:3437, Bestuursrecht, Bestuursprocesrecht
774, ECLI:NL:HR:2019:933, Civiel recht, Arbeidsrecht
775, ECLI:NL:RVS:2024:4647, Bestuursrecht, Vreemdelingenrecht
776, ECLI:NL:RVS:2025:1388, Bestuursrecht, Vreemdelingenrecht
777, ECLI:NL:GHARL:2020:3336, Bestuursrecht, Bestuursstrafrecht
778, ECLI:NL:HR:2024:625, Bestuursrecht, Belastingrecht
779, ECLI:NL:RVS:2021:2031, Bestuursrecht, 
780, ECLI:NL:CRVB:2019:4170, Bestuursrecht, Socialezekerheidsrecht
781, ECLI:NL:HR:2020:155, Civiel recht, Burgerlijk procesrecht
782, ECLI:NL:HR:2023:882, Civiel recht, 
783, ECLI:NL:HR:2022:1040, Bestuursrecht, Belastingrecht
784, ECLI:NL:RVS:2018:2432, Bestuursrecht, 
785, ECLI:NL:RVS:2018:16, Bestuursrecht, Vreemdelingenrecht
786, ECLI:NL:CRVB:2022:2260, Bestuursrecht, Socialezekerheidsrecht
787, ECLI:NL:CRVB:2023:2124, Bestuursrecht, Socialezekerheidsrecht
788, ECLI:NL:RVS:2018:3735, Bestuursrecht, Vreemdelingenrecht
789, ECLI:NL:RVS:2017:2271, Bestuursrecht, 
790, ECLI:NL:HR:2020:63, Bestuursrecht, Belastingrecht
791, ECLI:NL:RVS:2025:2907, Bestuursrecht, Vreemdelingenrecht
792, ECLI:NL:HR:2019:1223, Internationaal publiekrecht, 
793, ECLI:NL:HR:2013:911, Civiel recht, 
794, ECLI:NL:RBDHA:2024:16525, Bestuursrecht, Vreemdelingenrecht
795, ECLI:NL:HR:1999:AA2760, Bestuursrecht, Belastingrecht
796, ECLI:NL:HR:2017:847, Bestuursrecht, Belastingrecht
797, ECLI:NL:RVS:2019:457, Bestuursrecht, Vreemdelingenrecht
798, ECLI:NL:RVS:2023:1439, Bestuursrecht, 
799, ECLI:NL:RVS:2025:5218, Bestuursrecht, Vreemdelingenrecht
800, ECLI:NL:RVS:2020:829, Bestuursrecht, Vreemdelingenrecht
801, ECLI:NL:RVS:2023:4547, Bestuursrecht, Vreemdelingenrecht
802, ECLI:NL:GHARL:2025:687, Civiel recht, 
803, ECLI:NL:GHDHA:2023:2318, Bestuursrecht, Belastingrecht
804, ECLI:NL:RVS:2023:84, Bestuursrecht, 
805, ECLI:NL:HR:2019:590, Civiel recht, 
806, ECLI:NL:HR:2023:1668, Civiel recht, Arbeidsrecht
807, ECLI:NL:CRVB:2018:530, Bestuursrecht, Socialezekerheidsrecht
808, ECLI:NL:RVS:2024:2749, Bestuursrecht, Vreemdelingenrecht
809, ECLI:NL:HR:2022:767, Bestuursrecht, Belastingrecht
810, ECLI:NL:GHDHA:2024:2380, Bestuursrecht, Belastingrecht
811, ECLI:NL:RBAMS:2025:6875, Strafrecht, 
812, ECLI:NL:HR:2025:409, Strafrecht, 
813, ECLI:NL:RVS:2022:3879, Bestuursrecht, 
814, ECLI:NL:HR:2017:439, Bestuursrecht, Belastingrecht
815, ECLI:NL:HR:2003:AI0924, Bestuursrecht, Belastingrecht
816, ECLI:NL:GHARL:2025:245, Bestuursrecht, Bestuursstrafrecht
817, ECLI:NL:GHARL:2024:4621, Bestuursrecht, Bestuursstrafrecht
818, ECLI:NL:RVS:2022:511, Bestuursrecht, Omgevingsrecht
819, ECLI:NL:RVS:2025:867, Bestuursrecht, 
820, ECLI:NL:HR:2022:862, Civiel recht, Verbintenissenrecht
821, ECLI:NL:HR:2015:3467, Bestuursrecht, Belastingrecht
822, ECLI:NL:RBDHA:2025:13522, Bestuursrecht, Vreemdelingenrecht
823, ECLI:NL:HR:2023:815, Bestuursrecht, Belastingrecht
824, ECLI:NL:HR:2012:BW9243, Civiel recht, 
825, ECLI:NL:GHAMS:2023:1266, Civiel recht, Personen- en familierecht
826, ECLI:NL:PHR:2025:200, Bestuursrecht, Belastingrecht
827, ECLI:NL:RVS:2024:4544, Bestuursrecht, 
828, ECLI:NL:RBDHA:2025:327, Bestuursrecht, Vreemdelingenrecht
829, ECLI:NL:HR:2025:46, Bestuursrecht, Belastingrecht
830, ECLI:NL:CRVB:2023:2216, Bestuursrecht, Socialezekerheidsrecht
831, ECLI:NL:RVS:2019:322, Bestuursrecht, 
832, ECLI:NL:RBAMS:2021:420, Strafrecht, Europees strafrecht
833, ECLI:NL:RBAMS:2025:4974, Strafrecht, Europees strafrecht
834, ECLI:NL:HR:2015:3019, Civiel recht, 
835, ECLI:NL:HR:2014:1385, Civiel recht, 
836, ECLI:NL:HR:1998:AA2555, Bestuursrecht, Belastingrecht
837, ECLI:NL:RVS:2025:729, Bestuursrecht, Vreemdelingenrecht
838, ECLI:NL:RVS:2022:1267, Bestuursrecht, Vreemdelingenrecht
839, ECLI:NL:RBZWB:2024:125, Bestuursrecht, 
840, ECLI:NL:RBROT:2024:9243, Bestuursrecht, Bestuursprocesrecht
841, ECLI:NL:HR:2005:AT4483, Bestuursrecht, Belastingrecht
842, ECLI:NL:RVS:2022:1699, Bestuursrecht, 
843, ECLI:NL:GHARL:2019:1012, Strafrecht, 
844, ECLI:NL:HR:2021:1848, Civiel recht, 
845, ECLI:NL:HR:2017:292, Bestuursrecht, Belastingrecht
846, ECLI:NL:HR:2009:BK0274, Bestuursrecht, Belastingrecht
847, ECLI:NL:HR:2016:252, Bestuursrecht, Belastingrecht
848, ECLI:NL:HR:2012:BV7828, Civiel recht, 
849, ECLI:NL:GHARL:2023:8464, Civiel recht, 
850, ECLI:NL:CRVB:2022:2139, Bestuursrecht, Ambtenarenrecht
851, ECLI:NL:GHARL:2013:2333, Bestuursrecht, Bestuursstrafrecht
852, ECLI:NL:HR:2023:1526, Bestuursrecht, Belastingrecht
853, ECLI:NL:HR:2013:969, Bestuursrecht, Belastingrecht
854, ECLI:NL:CRVB:2024:132, Bestuursrecht, Socialezekerheidsrecht
855, ECLI:NL:GHDHA:2023:847, Civiel recht, Burgerlijk procesrecht
856, ECLI:NL:HR:2022:336, Civiel recht, 
857, ECLI:NL:RBDHA:2024:230, Bestuursrecht, Vreemdelingenrecht
858, ECLI:NL:HR:2017:1012, Civiel recht, 
859, ECLI:NL:CRVB:2018:4230, Bestuursrecht, Socialezekerheidsrecht
860, ECLI:NL:CRVB:2009:BH1896, Bestuursrecht, Socialezekerheidsrecht
861, ECLI:NL:RVS:2023:4302, Bestuursrecht, Vreemdelingenrecht
862, ECLI:NL:GHARL:2014:6715, Civiel recht, 
863, ECLI:NL:RVS:2019:3684, Bestuursrecht, Vreemdelingenrecht
864, ECLI:NL:HR:2004:AQ6896, Bestuursrecht, Belastingrecht
